MSOA11CD,date,d074,d75plus,MSOA11NM,dtot,year,month,day,doy,dow,tmean
E02000001,2013-07-07,0,0,City of London 001,0,2013,7,7,188,1,22.060359954834
E02000001,2013-07-08,0,0,City of London 001,0,2013,7,8,189,2,20.7971229553223
E02000001,2013-07-09,0,0,City of London 001,0,2013,7,9,190,3,19.3692607879639
E02000001,2013-07-10,0,0,City of London 001,0,2013,7,10,191,4,18.7752246856689
E02000001,2013-07-11,0,0,City of London 001,0,2013,7,11,192,5,17.3955516815186
E02000001,2013-07-12,0,0,City of London 001,0,2013,7,12,193,6,18.6170883178711
E02000001,2013-07-13,0,0,City of London 001,0,2013,7,13,194,7,22.4332790374756
E02000001,2013-07-14,0,0,City of London 001,0,2013,7,14,195,1,23.1549987792969
E02000001,2013-07-15,0,0,City of London 001,0,2013,7,15,196,2,24.031063079834
E02000001,2013-07-16,0,0,City of London 001,0,2013,7,16,197,3,23.9430294036865
E02000001,2013-07-17,1,0,City of London 001,1,2013,7,17,198,4,24.4812469482422
E02000001,2013-07-18,0,0,City of London 001,0,2013,7,18,199,5,23.2274799346924
E02000001,2013-07-19,0,0,City of London 001,0,2013,7,19,200,6,22.1866817474365
E02000001,2013-07-20,0,0,City of London 001,0,2013,7,20,201,7,20.1219654083252
E02000001,2013-07-21,0,0,City of London 001,0,2013,7,21,202,1,22.0539646148682
E02000001,2013-07-22,0,1,City of London 001,1,2013,7,22,203,2,25.3324928283691
E02000001,2013-07-23,0,0,City of London 001,0,2013,7,23,204,3,23.662540435791
E02000001,2013-07-24,1,0,City of London 001,1,2013,7,24,205,4,21.5143032073975
E02000001,2013-07-25,0,0,City of London 001,0,2013,7,25,206,5,21.225414276123
E02000001,2013-07-26,0,0,City of London 001,0,2013,7,26,207,6,20.8585433959961
E02000001,2013-07-27,0,0,City of London 001,0,2013,7,27,208,7,21.795726776123
E02000001,2013-07-28,0,0,City of London 001,0,2013,7,28,209,1,19.7340507507324
E02000001,2013-07-29,0,0,City of London 001,0,2013,7,29,210,2,19.8972187042236
E02000001,2013-07-30,0,0,City of London 001,0,2013,7,30,211,3,18.7188453674316
E02000001,2013-07-31,0,0,City of London 001,0,2013,7,31,212,4,20.9421691894531
E02000001,2013-08-01,0,0,City of London 001,0,2013,8,1,213,5,24.8659191131592
E02000001,2013-08-02,0,0,City of London 001,0,2013,8,2,214,6,21.239782333374
E02000001,2013-08-03,0,0,City of London 001,0,2013,8,3,215,7,19.8844032287598
E02000001,2013-08-04,0,0,City of London 001,0,2013,8,4,216,1,19.3192443847656
E02000001,2013-08-05,0,0,City of London 001,0,2013,8,5,217,2,20.169059753418
E02000001,2013-08-06,0,0,City of London 001,0,2013,8,6,218,3,17.5737800598145
E02000001,2013-08-07,0,0,City of London 001,0,2013,8,7,219,4,18.7999954223633
E02000001,2013-08-08,0,0,City of London 001,0,2013,8,8,220,5,18.1629867553711
E02000001,2013-08-09,0,0,City of London 001,0,2013,8,9,221,6,20.0268478393555
E02000001,2013-08-10,0,0,City of London 001,0,2013,8,10,222,7,18.3947486877441
E02000001,2013-08-11,0,0,City of London 001,0,2013,8,11,223,1,19.6475353240967
E02000001,2013-08-12,0,0,City of London 001,0,2013,8,12,224,2,17.611852645874
E02000001,2013-08-13,0,0,City of London 001,0,2013,8,13,225,3,16.1397075653076
E02000001,2013-08-14,0,0,City of London 001,0,2013,8,14,226,4,17.2850036621094
E02000001,2013-08-15,0,0,City of London 001,0,2013,8,15,227,5,20.3825016021729
E02000001,2013-08-16,0,0,City of London 001,0,2013,8,16,228,6,19.8242797851563
E02000001,2013-08-17,0,0,City of London 001,0,2013,8,17,229,7,17.5008964538574
E02000001,2013-08-18,0,0,City of London 001,0,2013,8,18,230,1,20.0694255828857
E02000001,2013-08-19,0,0,City of London 001,0,2013,8,19,231,2,18.1242370605469
E02000001,2013-08-20,0,0,City of London 001,0,2013,8,20,232,3,18.4647083282471
E02000001,2013-08-21,0,0,City of London 001,0,2013,8,21,233,4,19.6794052124023
E02000001,2013-08-22,0,0,City of London 001,0,2013,8,22,234,5,19.2382755279541
E02000001,2013-08-23,0,0,City of London 001,0,2013,8,23,235,6,22.0141983032227
E02000001,2013-08-24,0,0,City of London 001,0,2013,8,24,236,7,18.2867126464844
E02000001,2013-08-25,0,0,City of London 001,0,2013,8,25,237,1,18.5312385559082
E02000001,2013-08-26,0,0,City of London 001,0,2013,8,26,238,2,20.7750225067139
E02000001,2013-08-27,0,0,City of London 001,0,2013,8,27,239,3,17.8804473876953
E02000001,2013-08-28,0,0,City of London 001,0,2013,8,28,240,4,18.1395969390869
E02000001,2013-08-29,0,0,City of London 001,0,2013,8,29,241,5,19.5227527618408
E02000001,2013-08-30,0,0,City of London 001,0,2013,8,30,242,6,19.8582935333252
E02000001,2013-08-31,0,0,City of London 001,0,2013,8,31,243,7,17.5122718811035
E02000002,2006-06-01,0,0,Barking and Dagenham 001,0,2006,6,1,152,5,10.3446359634399
E02000002,2006-06-02,0,2,Barking and Dagenham 001,2,2006,6,2,153,6,14.9422159194946
E02000002,2006-06-03,1,0,Barking and Dagenham 001,1,2006,6,3,154,7,15.8982105255127
E02000002,2006-06-04,0,0,Barking and Dagenham 001,0,2006,6,4,155,1,15.8970022201538
E02000002,2006-06-05,0,0,Barking and Dagenham 001,0,2006,6,5,156,2,15.179482460022
E02000002,2006-06-06,0,0,Barking and Dagenham 001,0,2006,6,6,157,3,13.5597639083862
E02000002,2006-06-07,0,0,Barking and Dagenham 001,0,2006,6,7,158,4,17.6050815582275
E02000002,2006-06-08,0,0,Barking and Dagenham 001,0,2006,6,8,159,5,19.2687339782715
E02000002,2006-06-09,0,1,Barking and Dagenham 001,1,2006,6,9,160,6,18.5042552947998
E02000002,2006-06-10,0,0,Barking and Dagenham 001,0,2006,6,10,161,7,20.4476566314697
E02000002,2006-06-11,0,0,Barking and Dagenham 001,0,2006,6,11,162,1,21.9163379669189
E02000002,2006-06-12,0,0,Barking and Dagenham 001,0,2006,6,12,163,2,23.7228965759277
E02000002,2006-06-13,0,0,Barking and Dagenham 001,0,2006,6,13,164,3,20.2966957092285
E02000002,2006-06-14,0,0,Barking and Dagenham 001,0,2006,6,14,165,4,16.0639171600342
E02000002,2006-06-15,0,1,Barking and Dagenham 001,1,2006,6,15,166,5,15.8735361099243
E02000002,2006-06-16,0,0,Barking and Dagenham 001,0,2006,6,16,167,6,17.5709209442139
E02000002,2006-06-17,0,0,Barking and Dagenham 001,0,2006,6,17,168,7,20.1045265197754
E02000002,2006-06-18,0,0,Barking and Dagenham 001,0,2006,6,18,169,1,19.7563495635986
E02000002,2006-06-19,0,0,Barking and Dagenham 001,0,2006,6,19,170,2,17.7901515960693
E02000002,2006-06-20,0,1,Barking and Dagenham 001,1,2006,6,20,171,3,18.1222057342529
E02000002,2006-06-21,0,0,Barking and Dagenham 001,0,2006,6,21,172,4,17.1356163024902
E02000002,2006-06-22,0,0,Barking and Dagenham 001,0,2006,6,22,173,5,15.6694393157959
E02000002,2006-06-23,0,0,Barking and Dagenham 001,0,2006,6,23,174,6,15.2900123596191
E02000002,2006-06-24,0,0,Barking and Dagenham 001,0,2006,6,24,175,7,18.3280067443848
E02000002,2006-06-25,0,0,Barking and Dagenham 001,0,2006,6,25,176,1,17.201717376709
E02000002,2006-06-26,0,0,Barking and Dagenham 001,0,2006,6,26,177,2,14.8992748260498
E02000002,2006-06-27,0,0,Barking and Dagenham 001,0,2006,6,27,178,3,15.2765674591064
E02000002,2006-06-28,0,0,Barking and Dagenham 001,0,2006,6,28,179,4,15.7740001678467
E02000002,2006-06-29,0,0,Barking and Dagenham 001,0,2006,6,29,180,5,17.0488166809082
E02000002,2006-06-30,0,1,Barking and Dagenham 001,1,2006,6,30,181,6,19.0772094726563
E02000002,2006-07-01,0,0,Barking and Dagenham 001,0,2006,7,1,182,7,20.6171379089355
E02000002,2006-07-02,0,0,Barking and Dagenham 001,0,2006,7,2,183,1,23.4129772186279
E02000002,2006-07-03,0,0,Barking and Dagenham 001,0,2006,7,3,184,2,22.4169902801514
E02000002,2006-07-04,0,0,Barking and Dagenham 001,0,2006,7,4,185,3,22.5461826324463
E02000002,2006-07-05,0,0,Barking and Dagenham 001,0,2006,7,5,186,4,20.4207572937012
E02000002,2006-07-06,0,0,Barking and Dagenham 001,0,2006,7,6,187,5,20.4661636352539
E02000002,2006-07-07,0,0,Barking and Dagenham 001,0,2006,7,7,188,6,19.4856929779053
E02000002,2006-07-08,0,0,Barking and Dagenham 001,0,2006,7,8,189,7,17.9544544219971
E02000002,2006-07-09,0,0,Barking and Dagenham 001,0,2006,7,9,190,1,18.8302669525147
E02000002,2006-07-10,0,0,Barking and Dagenham 001,0,2006,7,10,191,2,18.3377838134766
E02000002,2006-07-11,0,0,Barking and Dagenham 001,0,2006,7,11,192,3,21.3754596710205
E02000002,2006-07-12,0,0,Barking and Dagenham 001,0,2006,7,12,193,4,19.5659484863281
E02000002,2006-07-13,0,0,Barking and Dagenham 001,0,2006,7,13,194,5,18.388879776001
E02000002,2006-07-14,0,0,Barking and Dagenham 001,0,2006,7,14,195,6,16.726583480835
E02000002,2006-07-15,0,0,Barking and Dagenham 001,0,2006,7,15,196,7,18.5445175170898
E02000002,2006-07-16,0,0,Barking and Dagenham 001,0,2006,7,16,197,1,21.2605304718018
E02000002,2006-07-17,1,0,Barking and Dagenham 001,1,2006,7,17,198,2,22.2472362518311
E02000002,2006-07-18,0,0,Barking and Dagenham 001,0,2006,7,18,199,3,22.7236919403076
E02000002,2006-07-19,0,0,Barking and Dagenham 001,0,2006,7,19,200,4,24.363582611084
E02000002,2006-07-20,0,0,Barking and Dagenham 001,0,2006,7,20,201,5,25.1519165039063
E02000002,2006-07-21,0,0,Barking and Dagenham 001,0,2006,7,21,202,6,23.8768329620361
E02000002,2006-07-22,0,0,Barking and Dagenham 001,0,2006,7,22,203,7,24.6711387634277
E02000002,2006-07-23,0,0,Barking and Dagenham 001,0,2006,7,23,204,1,21.9589366912842
E02000002,2006-07-24,0,0,Barking and Dagenham 001,0,2006,7,24,205,2,22.3065147399902
E02000002,2006-07-25,0,1,Barking and Dagenham 001,1,2006,7,25,206,3,24.0197200775147
E02000002,2006-07-26,0,0,Barking and Dagenham 001,0,2006,7,26,207,4,25.0313510894775
E02000002,2006-07-27,0,0,Barking and Dagenham 001,0,2006,7,27,208,5,24.0639476776123
E02000002,2006-07-28,0,0,Barking and Dagenham 001,0,2006,7,28,209,6,22.6497364044189
E02000002,2006-07-29,0,0,Barking and Dagenham 001,0,2006,7,29,210,7,21.2798690795898
E02000002,2006-07-30,0,0,Barking and Dagenham 001,0,2006,7,30,211,1,21.799165725708
E02000002,2006-07-31,0,0,Barking and Dagenham 001,0,2006,7,31,212,2,19.9602222442627
E02000002,2006-08-01,0,0,Barking and Dagenham 001,0,2006,8,1,213,3,18.4833564758301
E02000002,2006-08-02,0,0,Barking and Dagenham 001,0,2006,8,2,214,4,18.2176971435547
E02000002,2006-08-03,0,1,Barking and Dagenham 001,1,2006,8,3,215,5,16.7897872924805
E02000002,2006-08-04,0,0,Barking and Dagenham 001,0,2006,8,4,216,6,16.7264347076416
E02000002,2006-08-05,0,1,Barking and Dagenham 001,1,2006,8,5,217,7,18.9534034729004
E02000002,2006-08-06,0,0,Barking and Dagenham 001,0,2006,8,6,218,1,21.2589721679688
E02000002,2006-08-07,0,0,Barking and Dagenham 001,0,2006,8,7,219,2,20.6542720794678
E02000002,2006-08-08,0,0,Barking and Dagenham 001,0,2006,8,8,220,3,17.5820808410645
E02000002,2006-08-09,0,0,Barking and Dagenham 001,0,2006,8,9,221,4,19.0883712768555
E02000002,2006-08-10,0,0,Barking and Dagenham 001,0,2006,8,10,222,5,16.7830066680908
E02000002,2006-08-11,0,0,Barking and Dagenham 001,0,2006,8,11,223,6,16.3711071014404
E02000002,2006-08-12,0,1,Barking and Dagenham 001,1,2006,8,12,224,7,16.5256538391113
E02000002,2006-08-13,0,2,Barking and Dagenham 001,2,2006,8,13,225,1,16.6202049255371
E02000002,2006-08-14,0,1,Barking and Dagenham 001,1,2006,8,14,226,2,15.4674940109253
E02000002,2006-08-15,0,0,Barking and Dagenham 001,0,2006,8,15,227,3,17.072582244873
E02000002,2006-08-16,0,0,Barking and Dagenham 001,0,2006,8,16,228,4,16.9424705505371
E02000002,2006-08-17,0,1,Barking and Dagenham 001,1,2006,8,17,229,5,18.1976089477539
E02000002,2006-08-18,0,0,Barking and Dagenham 001,0,2006,8,18,230,6,17.7567672729492
E02000002,2006-08-19,0,0,Barking and Dagenham 001,0,2006,8,19,231,7,17.9580459594727
E02000002,2006-08-20,0,0,Barking and Dagenham 001,0,2006,8,20,232,1,18.4921607971191
E02000002,2006-08-21,0,0,Barking and Dagenham 001,0,2006,8,21,233,2,17.314338684082
E02000002,2006-08-22,0,0,Barking and Dagenham 001,0,2006,8,22,234,3,16.2010841369629
E02000002,2006-08-23,0,0,Barking and Dagenham 001,0,2006,8,23,235,4,17.3103485107422
E02000002,2006-08-24,0,1,Barking and Dagenham 001,1,2006,8,24,236,5,17.4219970703125
E02000002,2006-08-25,0,0,Barking and Dagenham 001,0,2006,8,25,237,6,15.773606300354
E02000002,2006-08-26,0,0,Barking and Dagenham 001,0,2006,8,26,238,7,17.3028964996338
E02000002,2006-08-27,0,0,Barking and Dagenham 001,0,2006,8,27,239,1,17.5390377044678
E02000002,2006-08-28,0,0,Barking and Dagenham 001,0,2006,8,28,240,2,16.6162605285645
E02000002,2006-08-29,0,0,Barking and Dagenham 001,0,2006,8,29,241,3,15.8790798187256
E02000002,2006-08-30,0,0,Barking and Dagenham 001,0,2006,8,30,242,4,15.5105123519897
E02000002,2006-08-31,0,0,Barking and Dagenham 001,0,2006,8,31,243,5,18.7313461303711
E02000002,2013-06-01,1,0,Barking and Dagenham 001,1,2013,6,1,152,7,13.6747331619263
E02000002,2013-06-02,0,0,Barking and Dagenham 001,0,2013,6,2,153,1,13.3282556533813
E02000002,2013-06-03,0,0,Barking and Dagenham 001,0,2013,6,3,154,2,11.8404216766357
E02000002,2013-06-04,0,0,Barking and Dagenham 001,0,2013,6,4,155,3,12.7707605361938
E02000002,2013-06-05,0,0,Barking and Dagenham 001,0,2013,6,5,156,4,14.1358194351196
E02000002,2013-06-06,0,0,Barking and Dagenham 001,0,2013,6,6,157,5,14.4754018783569
E02000002,2013-06-07,0,0,Barking and Dagenham 001,0,2013,6,7,158,6,14.389760017395
E02000002,2013-06-08,0,0,Barking and Dagenham 001,0,2013,6,8,159,7,12.6370887756348
E02000002,2013-06-09,0,1,Barking and Dagenham 001,1,2013,6,9,160,1,12.3090686798096
E02000002,2013-06-10,0,0,Barking and Dagenham 001,0,2013,6,10,161,2,12.4719724655151
E02000002,2013-06-11,0,0,Barking and Dagenham 001,0,2013,6,11,162,3,12.3046951293945
E02000002,2013-06-12,0,0,Barking and Dagenham 001,0,2013,6,12,163,4,15.7239713668823
E02000002,2013-06-13,0,0,Barking and Dagenham 001,0,2013,6,13,164,5,15.6299161911011
E02000002,2013-06-14,0,0,Barking and Dagenham 001,0,2013,6,14,165,6,13.6658639907837
E02000002,2013-06-15,0,0,Barking and Dagenham 001,0,2013,6,15,166,7,14.4123668670654
E02000002,2013-06-16,0,0,Barking and Dagenham 001,0,2013,6,16,167,1,14.3870716094971
E02000002,2013-06-17,0,0,Barking and Dagenham 001,0,2013,6,17,168,2,15.6709537506104
E02000002,2013-06-18,0,0,Barking and Dagenham 001,0,2013,6,18,169,3,17.0067462921143
E02000002,2013-06-19,0,1,Barking and Dagenham 001,1,2013,6,19,170,4,20.1753463745117
E02000002,2013-06-20,0,0,Barking and Dagenham 001,0,2013,6,20,171,5,18.4027996063232
E02000002,2013-06-21,0,0,Barking and Dagenham 001,0,2013,6,21,172,6,17.3269557952881
E02000002,2013-06-22,0,1,Barking and Dagenham 001,1,2013,6,22,173,7,14.8321409225464
E02000002,2013-06-23,0,0,Barking and Dagenham 001,0,2013,6,23,174,1,15.4603614807129
E02000002,2013-06-24,0,0,Barking and Dagenham 001,0,2013,6,24,175,2,13.8933048248291
E02000002,2013-06-25,0,1,Barking and Dagenham 001,1,2013,6,25,176,3,14.1160984039307
E02000002,2013-06-26,0,0,Barking and Dagenham 001,0,2013,6,26,177,4,14.8902254104614
E02000002,2013-06-27,0,1,Barking and Dagenham 001,1,2013,6,27,178,5,14.9833011627197
E02000002,2013-06-28,0,0,Barking and Dagenham 001,0,2013,6,28,179,6,16.1884365081787
E02000002,2013-06-29,0,0,Barking and Dagenham 001,0,2013,6,29,180,7,17.1339321136475
E02000002,2013-06-30,0,0,Barking and Dagenham 001,0,2013,6,30,181,1,19.417459487915
